target,target_name,full_text,summary_66,summary_33
3,comp.sys.ibm.pc.hardware,"I'm looking for a better method to back up files. Currently using a MaynStream. 250Q that uses DC 6250 tapes. I will need to have a capacity of 600 Mb to 1Gb. for future backups. Only DOS files.. I would be VERY appreciative of information about backup devices or. manufacturers of these products. Flopticals, DAT, tape, anything. . If possible, please include price, backup speed, manufacturer (phone #?), . and opinions about the quality/reliability.. Please E-Mail, I'll send summaries to those interested.. Thanx in advance,","I'm looking for a better method to back up files. 250Q that uses DC 6250 tapes. I will need to have a capacity of 600 Mb to 1Gb. I would be VERY appreciative of information about backup devices or. manufacturers of these products. Flopticals, DAT, tape, anything. If possible, please include price, backup speed, manufacturer (phone #? and opinions about the quality/reliability.. Please E-Mail, I'll send summaries to those interested.. Thanx in advance,","I'm looking for a better method to back up files. I will need to have a capacity of 600 Mb to 1Gb. I would be VERY appreciative of information about backup devices or. Please E-Mail, I'll send summaries to those interested.. Thanx in advance,"
17,talk.politics.mideast,". It is more appropriate to address netters with their names as they appear in. their signatures (I failed to do so since you did not bother to sign your. posting). Not only because it is the polite thing to do, but also to avoid. addressing ladies with ""Mr."", as you have done.. Secondly, the island of which the name is more correctly spelled as Cyprus has. never been Greek, but rather, it has been home to a bi-communal society formed. of Greeks and Turks. It seems that you know as little about the history and. the demography of the island, as you know about the essence of Turkey's . military intervention to it under international agreements.. Be that as it may, an analogy between an act of occupation in history and what. is going on today on Azerbaijani land, can only be drawn with the expansionist. policy that Armenia is now pursuing.. But, I could agree that it is not for us to issue diagnoses to the political. conduct of countries, and promulgate them in such terminology as. ""itchy-bitchy""... . Onur Yalcin.","It is more appropriate to address netters with their names as they appear in. their signatures (I failed to do so since you did not bother to sign your. posting). Not only because it is the polite thing to do, but also to avoid. addressing ladies with ""Mr."", as you have done.. Secondly, the island of which the name is more correctly spelled as Cyprus has. It seems that you know as little about the history and. the demography of the island, as you know about the essence of Turkey's . military intervention to it under international agreements.. Be that as it may, an analogy between an act of occupation in history and what. But, I could agree that it is not for us to issue diagnoses to the political. ""itchy-bitchy""... . Onur Yalcin.","Not only because it is the polite thing to do, but also to avoid. addressing ladies with ""Mr."", as you have done.. Secondly, the island of which the name is more correctly spelled as Cyprus has. the demography of the island, as you know about the essence of Turkey's . military intervention to it under international agreements.. Be that as it may, an analogy between an act of occupation in history and what. But, I could agree that it is not for us to issue diagnoses to the political."
6,misc.forsale,"Its time for a little house cleaning after my PC upgrade. I have the following. for sale:. Leading Technology PC partner (286) sytsem. includes. 80286 12mhz intel cpu. 85Mb IDE drive (brand new - canabalized from new system). 3.5 and 5.24 floppies. 1 Meg ram. vga congroller. kb. 5.0 dos on hard drive. need to get $300 for system. AT style kb - $20. Logitech serial trackman with latest drivers $45. Amiga 500 with 2.0 roms installed and 1Mb video ram and 4Mb addon ram. 501 clone (512K ram and clock). Roctec addon disk IDE disk controller includes SCSI option. Quantum 105mb SCSI drive with lots of software. 4mb ( 4 x 1mb simm) installed in roctec. Amiga DOS 2.04. ICD Flicker Fixer II. Asking $500 for system, . I will part out the amiga, make an offer!. amiga Software. Cando - $25. Textcraft Plus - $5. tetris & welltris - $5 for both. Sword of Sodam - $5. Qix - $5. Carmen Sandiego - $5. Crossword Construction Kit - $10. Canadian Prototype Replicas. CD rom Fast File System - $30. Hypermedia CD rom containing fred fish disks 1-480. includes registration card, low cost upgrades. $20. Amiga hardware Reference Man - $5. Amiga to vga monitor cable - $5. two joysticks - $5 each. . Prices DO NOT include shipping.. Contact Rich Garrett. Email - richg@sequent.com. HOME (503) 591-5466 WORK (503) 578-3822","Its time for a little house cleaning after my PC upgrade. for sale:. 80286 12mhz intel cpu. 85Mb IDE drive (brand new - canabalized from new system). need to get $300 for system. AT style kb - $20. Amiga 500 with 2.0 roms installed and 1Mb video ram and 4Mb addon ram. 501 clone (512K ram and clock). Roctec addon disk IDE disk controller includes SCSI option. Quantum 105mb SCSI drive with lots of software. Amiga DOS 2.04. ICD Flicker Fixer II. Asking $500 for system, . I will part out the amiga, make an offer!. amiga Software. Cando - $25. Textcraft Plus - $5. Qix - $5. Carmen Sandiego - $5. Crossword Construction Kit - $10. Canadian Prototype Replicas. Hypermedia CD rom containing fred fish disks 1-480. includes registration card, low cost upgrades. Amiga hardware Reference Man - $5. Amiga to vga monitor cable - $5. two joysticks - $5 each. Prices DO NOT include shipping.. Contact Rich Garrett. Email - richg@sequent.com. HOME (503) 591-5466 WORK (503) 578-3822","Its time for a little house cleaning after my PC upgrade. 85Mb IDE drive (brand new - canabalized from new system). need to get $300 for system. AT style kb - $20. Amiga 500 with 2.0 roms installed and 1Mb video ram and 4Mb addon ram. Roctec addon disk IDE disk controller includes SCSI option. Quantum 105mb SCSI drive with lots of software. Amiga DOS 2.04. Asking $500 for system, . I will part out the amiga, make an offer!. amiga Software. Hypermedia CD rom containing fred fish disks 1-480. includes registration card, low cost upgrades. Amiga to vga monitor cable - $5. Prices DO NOT include shipping.."
10,rec.sport.hockey,"Just heard on the news that Mike Keenan formerly of the Blackhawks, Flyers,. and General of a Siberian Prison has just signed to coach the Rangers. The. Rangers, who won the President's Cup last year have slipped just a bit at the. end of the season and are destined to finish last behind the lowly Flyers.. The Flyers' fans are going to be disappointed on Keenans decision, because. they were very interested in him. Oh well.. Go CAPS!!!!!!!. Connin","Just heard on the news that Mike Keenan formerly of the Blackhawks, Flyers,. Rangers, who won the President's Cup last year have slipped just a bit at the. end of the season and are destined to finish last behind the lowly Flyers.. they were very interested in him. Oh well.. Go CAPS!!!!!!!.","Just heard on the news that Mike Keenan formerly of the Blackhawks, Flyers,. end of the season and are destined to finish last behind the lowly Flyers.."
10,rec.sport.hockey,". I was under the impression that the objective is to find conclusive. evidence that the puck _did_ cross the line. And, the replays I saw showed . fairly conclusively that the puck did _not_ cross the goal line at any. time anyway. Somebody screwed up. .",I was under the impression that the objective is to find conclusive. evidence that the puck _did_ cross the line. fairly conclusively that the puck did _not_ cross the goal line at any. time anyway. Somebody screwed up.,evidence that the puck _did_ cross the line. fairly conclusively that the puck did _not_ cross the goal line at any.
13,sci.med,"-*----. I agree with everything that Lee Lady wrote in her previous post in. this thread. In case this puzzles people, I would like to expand. on two of her comments.. One of the most important (and difficult) aspects of reasoning. about empirical investigation lies in understanding the context,. scope, and importance of the various arguments and pieces of. evidence that are marshalled for a claim. Some errors break the. back of a piece of research, some leave a hole that needs to be. filled in, and some are trivial in their importance. It is a. grave mistake to confuse these.. Past snippets from this thread:. Back to Lee Lady:. These posters are making the mistake that I have previously. criticized of adhering to a methodological recipe. A ""carefully. designed and controlled study"" is neither always possible nor. always important. (On the other hand, if someone is proposing a. remedy that supposedly alleviates a chronic medical problem, we. have enough knowledge of the errors that have plagued *this* kind. of claim to ask for a ""carefully designed and controlled study"". to alleviate our skepticism.). Rules such as ""support the hypothesis by a carefully designed and. controlled study"" are too narrow to apply to *all* investigation.. I think that the requirements for particular reasoning to be. convincing depends greatly on the kinds of mistakes that have. occurred in past reasoning about the same kinds of things. (To. reuse the previous example, we know that conclusions from. uncontrolled observations of the treatment of chronic medical. problems are notoriously problematic.)","I agree with everything that Lee Lady wrote in her previous post in. In case this puzzles people, I would like to expand. on two of her comments.. One of the most important (and difficult) aspects of reasoning. scope, and importance of the various arguments and pieces of. evidence that are marshalled for a claim. back of a piece of research, some leave a hole that needs to be. filled in, and some are trivial in their importance. It is a. grave mistake to confuse these.. Past snippets from this thread:. These posters are making the mistake that I have previously. criticized of adhering to a methodological recipe. (On the other hand, if someone is proposing a. remedy that supposedly alleviates a chronic medical problem, we. have enough knowledge of the errors that have plagued *this* kind. of claim to ask for a ""carefully designed and controlled study"". Rules such as ""support the hypothesis by a carefully designed and. controlled study"" are too narrow to apply to *all* investigation.. I think that the requirements for particular reasoning to be. convincing depends greatly on the kinds of mistakes that have. occurred in past reasoning about the same kinds of things. reuse the previous example, we know that conclusions from. uncontrolled observations of the treatment of chronic medical.","on two of her comments.. One of the most important (and difficult) aspects of reasoning. scope, and importance of the various arguments and pieces of. back of a piece of research, some leave a hole that needs to be. have enough knowledge of the errors that have plagued *this* kind. of claim to ask for a ""carefully designed and controlled study"". controlled study"" are too narrow to apply to *all* investigation.. I think that the requirements for particular reasoning to be. convincing depends greatly on the kinds of mistakes that have. occurred in past reasoning about the same kinds of things. uncontrolled observations of the treatment of chronic medical."
11,sci.crypt,". First of all, the chip doesn't do that. It runs at 16 megabits/second,. which is far beyond what you need for voice. It's obviously intended. for data as well, and on high-speed lines at that.. Second -- what advantage is there to doing the processing in the phone?. I don't care how fancy that chip is; it's not as fancy as the roomful. of analyzers at Fort Meade running the program they'll have 5 years from. now. They can't update every Clipper chip that's out there.","First of all, the chip doesn't do that. for data as well, and on high-speed lines at that.. Second -- what advantage is there to doing the processing in the phone?. I don't care how fancy that chip is; it's not as fancy as the roomful. of analyzers at Fort Meade running the program they'll have 5 years from. now. They can't update every Clipper chip that's out there.","First of all, the chip doesn't do that. for data as well, and on high-speed lines at that.. Second -- what advantage is there to doing the processing in the phone?. I don't care how fancy that chip is; it's not as fancy as the roomful."
3,comp.sys.ibm.pc.hardware,"We are trying to install a donated hard disk (Miniscribe. vintage 1988) on a supercheap ancient Compaq XT for. use in education. The only problem is that the. supercheap Compaq didn't come with the manual and I. haven't been able to figure out how to start the SETUP. program.. I began using PCs after 286s were invented, so I have. a couple of basic questions:. 1. Did XT-class computers even *have* SETUP programs?. 2. If they did (or, do), how do I access it?. If anybody has any good advice on how to proceed or. what to do next or what to look out for, please let me. know. E-mail is best, but I'll also be watching the. newsgroup postings.. Thanks in advance,. -Robert. --","We are trying to install a donated hard disk (Miniscribe. use in education. The only problem is that the. supercheap Compaq didn't come with the manual and I. haven't been able to figure out how to start the SETUP. program.. I began using PCs after 286s were invented, so I have. If they did (or, do), how do I access it?. If anybody has any good advice on how to proceed or. what to do next or what to look out for, please let me. know. E-mail is best, but I'll also be watching the. newsgroup postings.. Thanks in advance,.","use in education. supercheap Compaq didn't come with the manual and I. haven't been able to figure out how to start the SETUP. If they did (or, do), how do I access it?. what to do next or what to look out for, please let me. newsgroup postings.. Thanks in advance,."
13,sci.med,". You can probably get this information by calling your public health. department in your county (in Pittsburgh, they give the shots free,. as well). There are bulletins in medical libraries that give. recommendations, or you could call the infectious diseases section. of the medicine department of your local medical school. You also. will probably want to talk about Malaria prophylaxis. You will. need your doctor to get the prescription. . -- . ----------------------------------------------------------------------------. Gordon Banks N3JXP | ""Skepticism is the chastity of the intellect, and. geb@cadre.dsl.pitt.edu | it is shameful to surrender it too soon.""","You can probably get this information by calling your public health. department in your county (in Pittsburgh, they give the shots free,. as well). recommendations, or you could call the infectious diseases section. of the medicine department of your local medical school. will probably want to talk about Malaria prophylaxis. You will. need your doctor to get the prescription. Gordon Banks N3JXP | ""Skepticism is the chastity of the intellect, and. geb@cadre.dsl.pitt.edu | it is shameful to surrender it too soon.""","You can probably get this information by calling your public health. department in your county (in Pittsburgh, they give the shots free,. of the medicine department of your local medical school. need your doctor to get the prescription. Gordon Banks N3JXP | ""Skepticism is the chastity of the intellect, and."
5,comp.windows.x,"Help!. I'm trying to run dxterm's (DECs' xterm) on a DECstation 5000/240. (Ultrix 4.3, X11R4, Motif 1.1.3) with the DISPLAY variable set to an. Apollo DN2500 (Domain/OS 10.3, X11R4, Motif ?.?).. I get these errors appearing on the DECstation:. X Toolkit Warning: Cannot convert string ""<Key>apCharDel "" to type VirtualBinding. X Toolkit Warning: Cannot convert string ""<Key>apCopy "" to type VirtualBinding. X Toolkit Warning: Cannot convert string ""<Key>apCut "" to type VirtualBinding. X Toolkit Warning: Cannot convert string ""<Key>apPaste "" to type VirtualBinding. X Toolkit Warning: Cannot convert string ""<Key>apUpBox "" to type VirtualBinding. X Toolkit Warning: Cannot convert string ""<Key>apDownBox "" to type VirtualBinding. X Toolkit Warning: Cannot convert string ""<Key>apRightBar "" to type VirtualBinding. X Toolkit Warning: Cannot convert string ""<Key>apLeftBar "" to type VirtualBinding. Segmentation fault. Any ideas? Is it a Motif problem...are the DEC and Apollo versions of Motif. incompatible? Or something to do with XKeysymDB?. (xterms run fine on DEC displaying on Apollo..arggh). I need to run dxterm because the package we are using on the DEC's, Oracle Case,. uses dxterm by default, and we have a lab of Apollo workstations we would like. to run Oracle from.. Andrew ""Alf"" Leahy, alf@st.nepean.uws.edu.au","Help!. X Toolkit Warning: Cannot convert string ""<Key>apCharDel "" to type VirtualBinding. X Toolkit Warning: Cannot convert string ""<Key>apCopy "" to type VirtualBinding. X Toolkit Warning: Cannot convert string ""<Key>apCut "" to type VirtualBinding. X Toolkit Warning: Cannot convert string ""<Key>apPaste "" to type VirtualBinding. X Toolkit Warning: Cannot convert string ""<Key>apUpBox "" to type VirtualBinding. X Toolkit Warning: Cannot convert string ""<Key>apDownBox "" to type VirtualBinding. X Toolkit Warning: Cannot convert string ""<Key>apRightBar "" to type VirtualBinding. X Toolkit Warning: Cannot convert string ""<Key>apLeftBar "" to type VirtualBinding. Segmentation fault. Any ideas? Is it a Motif problem...are the DEC and Apollo versions of Motif. incompatible? I need to run dxterm because the package we are using on the DEC's, Oracle Case,.","X Toolkit Warning: Cannot convert string ""<Key>apCharDel "" to type VirtualBinding. X Toolkit Warning: Cannot convert string ""<Key>apCut "" to type VirtualBinding. X Toolkit Warning: Cannot convert string ""<Key>apPaste "" to type VirtualBinding. X Toolkit Warning: Cannot convert string ""<Key>apUpBox "" to type VirtualBinding. X Toolkit Warning: Cannot convert string ""<Key>apDownBox "" to type VirtualBinding. X Toolkit Warning: Cannot convert string ""<Key>apRightBar "" to type VirtualBinding. X Toolkit Warning: Cannot convert string ""<Key>apLeftBar "" to type VirtualBinding."
14,sci.space,"An excellent reference for non-technical readers on the ORION system is. ""The Starflight Handbook"", by Eugene Mallove and Gregory Matloff, ISBN. 0-471-61912-4. The relevant chapter is 4: Nuclear Pulse Propulsion.. The book also contains lots of technical references for the more academically. inclined. . Enjoy!","An excellent reference for non-technical readers on the ORION system is. ""The Starflight Handbook"", by Eugene Mallove and Gregory Matloff, ISBN. The book also contains lots of technical references for the more academically. inclined. Enjoy!",An excellent reference for non-technical readers on the ORION system is. The book also contains lots of technical references for the more academically.
6,misc.forsale,"I have 2 foot switches for sale. They're great for guitar. amps, and keyboards. Each is about 1"" in diameter with a 6' (or so). cable. I'd like $15 for both, but make me an offer, who knows.... -Jason","amps, and keyboards. Each is about 1"" in diameter with a 6' (or so). I'd like $15 for both, but make me an offer, who knows.... -Jason","I'd like $15 for both, but make me an offer, who knows.... -Jason"
14,sci.space,". I think you would lose your money. Julius was actually rather tall. for a Roman. He did go on record as favouring small soldiers though.. Thought they were tougher and had more guts. He was probably right. if you think about it. As for Napoleon remember that the French. avergae was just about 5 feet and that height is relative! Did he. really have a complex?. ObSpace : We have all seen the burning candle from High School that goes. out and relights. If there is a large hot body placed in space but in an. atmosphere, exactly how does it heat the surroundings? Diffusion only?. Joseph Askew.","He did go on record as favouring small soldiers though.. Thought they were tougher and had more guts. He was probably right. if you think about it. As for Napoleon remember that the French. avergae was just about 5 feet and that height is relative! ObSpace : We have all seen the burning candle from High School that goes. If there is a large hot body placed in space but in an. atmosphere, exactly how does it heat the surroundings? Diffusion only?. Joseph Askew.",He did go on record as favouring small soldiers though.. As for Napoleon remember that the French. avergae was just about 5 feet and that height is relative! ObSpace : We have all seen the burning candle from High School that goes. If there is a large hot body placed in space but in an.
7,rec.autos,". hmmmm.. not sure, since no such beast exists.. i can tell you another. though.. you won't catch me dead in a GMC Syclone or Typhoon either,. 1000 bhp or not.. not even the fact that Clint Eastwood has one. just. my taste, no rational reasons for it.. CAR just tested the S4 wagon with 5 banger and 6 speed manual. Rave. review except for Servotronic.. Audi is trying to recoup the. development costs for the V8, and since the V8 is not selling well,. they are sticking it into the 100 series cars.. Neat marketing trick,. eh? yeah, a 100 V8-32v wouldn't be a bad idea as competition for the. upcoming bimmer 530/540i would it? maybe they can use a 3.6 liter. version to avoid conflicts with the v8 model.. then strip off all the. luxo-garbage. let the S4 remain with the flared arches and fat tires. to go fight with the M5.... maybe turn up the boost a wee bit to bump. bhp up to say 450 or so.. :-) while keeping the 100 V8 with mercedes. 500E style subtlety.. blah blah blah.....","1000 bhp or not.. not even the fact that Clint Eastwood has one. CAR just tested the S4 wagon with 5 banger and 6 speed manual. Rave. review except for Servotronic.. Audi is trying to recoup the. development costs for the V8, and since the V8 is not selling well,. eh? yeah, a 100 V8-32v wouldn't be a bad idea as competition for the. version to avoid conflicts with the v8 model.. then strip off all the. luxo-garbage. let the S4 remain with the flared arches and fat tires. to go fight with the M5.... maybe turn up the boost a wee bit to bump. bhp up to say 450 or so.. :-) while keeping the 100 V8 with mercedes. 500E style subtlety.. blah blah blah.....","development costs for the V8, and since the V8 is not selling well,. yeah, a 100 V8-32v wouldn't be a bad idea as competition for the. version to avoid conflicts with the v8 model.. then strip off all the. let the S4 remain with the flared arches and fat tires. to go fight with the M5.... maybe turn up the boost a wee bit to bump. bhp up to say 450 or so.. :-) while keeping the 100 V8 with mercedes."
7,rec.autos,". [stuff about autobahn and safety of sho at speed deleted]. The Mustang is a much worse case of design irresponsibility than the. SHO. . Its hard to predicatbaly drift a stock Mustang because. of the suspension.. Yes. When i think Mustang, I think school-bus + F16 motor. In. my mind the Mustang should be fitted with a speed limiter at 80-90. or so. It just isn't safe, check out your local junkyard, Mustangs. outnumber other cars by a proportion way in excess of sales in. junkyards.. I find it astonishing the CU or somesuchlike has not jumped on the. Mustang for poor brakes in relation to power. Ford should at least. standardize on the SVO rear brakes for all 5.0's.. True of Northern Europe, latin countries are something else.. Kindof true. remember they were build by adolf in the '30's.. Yes.. ""Autobahn"" is the german word for freeway. Other countries have. different names for loose equivalents; autostrada, autoroute, motorway. etc.. Europe did seem on the brink of a 130kmh limit. It hasn't passed as. far as I know. typical speeds in western europe are much higher than. the US. Law enforcement is negligible in my experience (comapred. to the US) as there is no revenue enhancement motivation. The things. you really notice are the higher speed differentials, and the more. professional attitude to driving. You just never see two cars. running parallel at 55.1 mph oblivious to all around them.. You're wrong. GTI's go this fast. Just kind of noisy, not the ideal. autobahn car. A lot of times you see cars being driven with the drivers. foot on the floor. How do I know? - when you're not making any ground. on the identical car in front of you!. If something happens at 130-150 you're dead, but the same goes for much. over 35. Driving at high speed forces you to concentrate. I feel much. safer driving 130+ on the autobahn than 60-80 in typical US traffic. because most people seem to be awake. I've never seen any driver reading. a book on an autobahn, I see it all too often in the US.. Craig. It just doesn't *seem* fast after 30 minutes or so of aclimation. everybody. drives that fast, no big deal.","[stuff about autobahn and safety of sho at speed deleted]. The Mustang is a much worse case of design irresponsibility than the. Its hard to predicatbaly drift a stock Mustang because. of the suspension.. When i think Mustang, I think school-bus + F16 motor. my mind the Mustang should be fitted with a speed limiter at 80-90. or so. It just isn't safe, check out your local junkyard, Mustangs. outnumber other cars by a proportion way in excess of sales in. junkyards.. I find it astonishing the CU or somesuchlike has not jumped on the. Mustang for poor brakes in relation to power. standardize on the SVO rear brakes for all 5.0's.. True of Northern Europe, latin countries are something else.. Kindof true. remember they were build by adolf in the '30's.. Yes.. ""Autobahn"" is the german word for freeway. etc.. Europe did seem on the brink of a 130kmh limit. far as I know. typical speeds in western europe are much higher than. the US. to the US) as there is no revenue enhancement motivation. The things. you really notice are the higher speed differentials, and the more. You just never see two cars. running parallel at 55.1 mph oblivious to all around them.. You're wrong. Just kind of noisy, not the ideal. A lot of times you see cars being driven with the drivers. foot on the floor. on the identical car in front of you!. If something happens at 130-150 you're dead, but the same goes for much. over 35. Driving at high speed forces you to concentrate. safer driving 130+ on the autobahn than 60-80 in typical US traffic. a book on an autobahn, I see it all too often in the US.. Craig. It just doesn't *seem* fast after 30 minutes or so of aclimation. everybody.","The Mustang is a much worse case of design irresponsibility than the. of the suspension.. my mind the Mustang should be fitted with a speed limiter at 80-90. or so. outnumber other cars by a proportion way in excess of sales in. I find it astonishing the CU or somesuchlike has not jumped on the. standardize on the SVO rear brakes for all 5.0's.. Yes.. ""Autobahn"" is the german word for freeway. etc.. Europe did seem on the brink of a 130kmh limit. the US. to the US) as there is no revenue enhancement motivation. you really notice are the higher speed differentials, and the more. Just kind of noisy, not the ideal. A lot of times you see cars being driven with the drivers. on the identical car in front of you!. If something happens at 130-150 you're dead, but the same goes for much. safer driving 130+ on the autobahn than 60-80 in typical US traffic. a book on an autobahn, I see it all too often in the US.. Craig."
17,talk.politics.mideast,". Who is the you Arabs here. Since you are replying to my article you. are assuming that I am an Arab. Well, I'm not an Arab, but I think you. are brain is full of shit if you really believe what you said. The. bombardment of civilian and none civilian areas in Lebanon by Israel is. very consistent with its policy of intimidation. That is the only. policy that has been practiced by the so called only democracy in. the middle east!","Who is the you Arabs here. Since you are replying to my article you. Well, I'm not an Arab, but I think you. are brain is full of shit if you really believe what you said. bombardment of civilian and none civilian areas in Lebanon by Israel is. That is the only. policy that has been practiced by the so called only democracy in.",Who is the you Arabs here. are brain is full of shit if you really believe what you said. policy that has been practiced by the so called only democracy in.
3,comp.sys.ibm.pc.hardware,"From x51948b1@usma1.USMA.EDU Tue Apr 20 10:28:47 1993. Received: from usma1.usma.edu by trotter.usma.edu (4.1/SMI-4.1-eef). id AA01628; Tue, 20 Apr 93 11:27:50 EDT. Received: by usma1.usma.edu (5.51/25-eef). id AA03219; Tue, 20 Apr 93 11:20:18 EDT. Message-Id: <9304201520.AA03219@usma1.usma.edu>. Date: Tue, 20 Apr 93 11:20:17 EDT. From: x51948b1@usma1.USMA.EDU (Peckham David CDT). To: cs1442au@decster.uta.edu. Subject: Problem.. Status: OR. --------------------. I am running a Unisys PW2 386SX20 with DOS 6. My problem, even when I had DOS. 5.0, is that when I have EMM386 loaded I can't CTL-ALT-DEL. If I do, the. computer beeps a few times rapidly and hangs. Then I have to use the obscure. reset (requires a screwdriver or pencil) or the power switch to reboot. Does. anyone have a solution to this problem?. E-mail me at x51948b1@usma1.usma.edu. Dave. ---------------------. Thanks,. dave. -------------------------------------------------------------------------. David S. Peckham | Internet : x51948b1@usma1.usma.edu. U.S. Military Academy |. -------------------------------------------------------------------------. -- . Jason Brown. cs1442au@decster.uta.edu","From x51948b1@usma1.USMA.EDU Tue Apr 20 10:28:47 1993. Received: from usma1.usma.edu by trotter.usma.edu (4.1/SMI-4.1-eef). id AA01628; Tue, 20 Apr 93 11:27:50 EDT. id AA03219; Tue, 20 Apr 93 11:20:18 EDT. Message-Id: <9304201520.AA03219@usma1.usma.edu>. Date: Tue, 20 Apr 93 11:20:17 EDT. From: x51948b1@usma1.USMA.EDU (Peckham David CDT). I am running a Unisys PW2 386SX20 with DOS 6. My problem, even when I had DOS. 5.0, is that when I have EMM386 loaded I can't CTL-ALT-DEL. If I do, the. Then I have to use the obscure. reset (requires a screwdriver or pencil) or the power switch to reboot. Does. anyone have a solution to this problem?. E-mail me at x51948b1@usma1.usma.edu. Dave. Thanks,. dave. U.S. Military Academy |. Jason Brown.","From x51948b1@usma1.USMA.EDU Tue Apr 20 10:28:47 1993. id AA01628; Tue, 20 Apr 93 11:27:50 EDT. id AA03219; Tue, 20 Apr 93 11:20:18 EDT. Date: Tue, 20 Apr 93 11:20:17 EDT. I am running a Unisys PW2 386SX20 with DOS 6. My problem, even when I had DOS. 5.0, is that when I have EMM386 loaded I can't CTL-ALT-DEL. Then I have to use the obscure. reset (requires a screwdriver or pencil) or the power switch to reboot. anyone have a solution to this problem?."
4,comp.sys.mac.hardware,". Just thought I would mention that Sony no longer manufactures the CPD-. 1304 because of several manufacturing flaws. The new model is now the. 1430, which just like Apple's new Sony Trinitrom CLAIMS to be 14 inches.. I'm not sure of the details on the defects, but I work at our schools. bookstore. and can tell you that nearly half of them were returned with some kind of . defect or another.","Just thought I would mention that Sony no longer manufactures the CPD-. I'm not sure of the details on the defects, but I work at our schools. bookstore. and can tell you that nearly half of them were returned with some kind of . defect or another.","I'm not sure of the details on the defects, but I work at our schools. and can tell you that nearly half of them were returned with some kind of ."
0,alt.atheism,"(reference line trimmed). [...]. Yes.. Well, for example, the goal of ""natural"" morality is the survival and. propogation of the species. Another example of a moral system is. presented within the Declaration of Independence, which states that we. should be guaranteed life liberty and the pursuit of happiness. You see,. to have a moral system, we must define the purpose of the system. That is,. we shall be moral unto what end?. Well, murder violates the golen rule, which is certainly a pillar of most. every moral system. However, I am not assuming that our current system. and the manner of its implementation are objectively moral. I think that. it is a very good approximation, but we can't be perfect.. Well, ""objective"" would assume a system based on clear and fundamental. concepts, while ""arbitary"" implies no clear line of reasoning.","Yes.. Well, for example, the goal of ""natural"" morality is the survival and. propogation of the species. Another example of a moral system is. presented within the Declaration of Independence, which states that we. should be guaranteed life liberty and the pursuit of happiness. You see,. to have a moral system, we must define the purpose of the system. Well, murder violates the golen rule, which is certainly a pillar of most. and the manner of its implementation are objectively moral. it is a very good approximation, but we can't be perfect.. Well, ""objective"" would assume a system based on clear and fundamental. concepts, while ""arbitary"" implies no clear line of reasoning.","Yes.. Well, for example, the goal of ""natural"" morality is the survival and. Another example of a moral system is. to have a moral system, we must define the purpose of the system. Well, murder violates the golen rule, which is certainly a pillar of most. it is a very good approximation, but we can't be perfect.. Well, ""objective"" would assume a system based on clear and fundamental."
1,comp.graphics,"Hello again netters,. I finally received the information about Imagine for the PC. They are presently shipping Version 2.0 of the software and will release Version 3.0 in the first quarter of 1993 (or so they say). The upgrade from 2.0 to 3.0 is $100.00. To purchase Imagine 2.0, it costs $495.00 or if you are upgrading from another eligible (call them for info) modeler, it is only $200.00 plus shipping & handling. It requires a PC with 4 Megs a Math Coprocessor, and Dos 5.0 or up and a Microsoft Mouse and SVGA card.. Thanks for all your replies about the product. I have received many contrasting replies, but once I scrounge the money together, I think I will take the plunge. Thanks again.. Here is the info for Impulse if you want to find out more or get the sheet they sent.. Impulse Inc.. 8416 Xerxes Avenue North. Minneapolis, MN 55444. 1-800-328-0184. Thanks again for all your replies.. Scott. -- . Scott Snowiss. sasst11+@.pitt.edu","I finally received the information about Imagine for the PC. They are presently shipping Version 2.0 of the software and will release Version 3.0 in the first quarter of 1993 (or so they say). The upgrade from 2.0 to 3.0 is $100.00. To purchase Imagine 2.0, it costs $495.00 or if you are upgrading from another eligible (call them for info) modeler, it is only $200.00 plus shipping & handling. It requires a PC with 4 Megs a Math Coprocessor, and Dos 5.0 or up and a Microsoft Mouse and SVGA card.. Thanks for all your replies about the product. I have received many contrasting replies, but once I scrounge the money together, I think I will take the plunge. Thanks again.. Here is the info for Impulse if you want to find out more or get the sheet they sent.. Minneapolis, MN 55444. Thanks again for all your replies.. Scott.","I finally received the information about Imagine for the PC. They are presently shipping Version 2.0 of the software and will release Version 3.0 in the first quarter of 1993 (or so they say). To purchase Imagine 2.0, it costs $495.00 or if you are upgrading from another eligible (call them for info) modeler, it is only $200.00 plus shipping & handling. I have received many contrasting replies, but once I scrounge the money together, I think I will take the plunge. Here is the info for Impulse if you want to find out more or get the sheet they sent.."
